,Unnamed: 0,Delivery_person_Age,Delivery_person_Ratings,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,time_taken(min),distance
11605,31187,,,Sandstorms,Jam,2,Drinks,scooter,2,No,Metropolitian,39,20002.51746
11606,40366,38,4.1,Fog,High,1,Meal,scooter,0,No,Metropolitian,35,20002.51746
11607,30526,33,4.6,Windy,Medium,1,Buffet,motorcycle,0,No,Metropolitian,32,20002.51746
11608,3099,24,4.6,Sandstorms,Medium,2,Meal,motorcycle,1,No,Urban,20,20002.51746
11609,44917,35,4.6,Stormy,Jam,0,Meal,motorcycle,1,No,Metropolitian,38,20002.51746
11610,20720,33,5,Windy,Medium,0,Buffet,motorcycle,1,No,Metropolitian,37,20002.51746
11611,9322,25,5,Sunny,Low,1,Drinks,motorcycle,1,No,Metropolitian,21,20002.51746
11612,13157,35,4.3,Stormy,Jam,2,Drinks,electric_scooter,1,No,Metropolitian,33,20002.51746
11613,29600,33,4.9,Fog,Jam,0,Snack,motorcycle,3,No,Metropolitian,48,20002.51746
11614,38562,32,5,Sunny,Jam,0,Drinks,motorcycle,1,No,Metropolitian,28,20002.51746
11615,33459,32,4.7,Fog,Low,1,Snack,scooter,0,No,Metropolitian,19,20002.51746
11616,24480,33,4,Fog,Jam,1,Drinks,motorcycle,1,No,Urban,40,20002.51746
11617,35536,28,4.9,Fog,High,0,Drinks,motorcycle,0,No,Urban,21,20002.51746
11618,3816,31,4.5,Sandstorms,Low,0,Buffet,motorcycle,0,No,Metropolitian,25,20002.51746
11619,41575,31,4.9,Stormy,Low,2,Meal,scooter,1,No,Metropolitian,25,20002.51746
11620,12445,24,4.5,Windy,Low,2,Drinks,electric_scooter,1,No,Metropolitian,13,20002.51746
11621,19153,33,4.6,Cloudy,Jam,0,Buffet,motorcycle,1,No,Metropolitian,49,20002.51746
11622,24793,39,4.7,Fog,Low,1,Buffet,scooter,0,No,Urban,27,20002.51746
11623,1790,27,4.8,Windy,Jam,2,Meal,scooter,1,No,Metropolitian,19,20002.51746
11624,33303,,,Cloudy,Jam,1,Snack,scooter,0,No,Metropolitian,31,20002.51746
11625,42666,29,4.4,Fog,High,2,Snack,motorcycle,1,No,Urban,31,20002.51746
11626,26321,38,4.8,Fog,Medium,0,Drinks,motorcycle,1,No,Metropolitian,26,20002.51746
11627,22944,32,4.7,Sandstorms,Low,1,Snack,scooter,1,No,Metropolitian,26,20002.51746
11628,28055,28,4.1,Windy,Jam,0,Meal,motorcycle,1,No,Metropolitian,31,20002.51746
11629,5468,26,4.7,Stormy,High,0,Buffet,motorcycle,1,No,Urban,23,20002.51746
11630,43941,27,4.5,Sandstorms,Low,1,Meal,scooter,0,No,Urban,16,20002.51746
11631,44749,20,4.7,Sunny,High,1,Drinks,scooter,1,No,Urban,12,20002.51746
11632,14436,32,4.7,Windy,Low,1,Meal,scooter,1,No,Urban,15,20002.51746
11633,37645,36,4.1,Stormy,Medium,1,Snack,motorcycle,1,No,Urban,36,20002.51746
11634,19907,28,4.6,Windy,Medium,0,Snack,motorcycle,1,No,Metropolitian,22,20002.51746
11635,40665,30,4.8,Stormy,High,1,Snack,motorcycle,1,No,Metropolitian,29,20002.51746
11636,547,35,4.6,Windy,Low,0,Snack,motorcycle,1,No,Urban,23,20002.51746
11637,37155,37,4.5,Sunny,Medium,1,Snack,scooter,1,No,Metropolitian,19,20002.51746
11638,42221,27,4.9,Fog,Low,0,Meal,motorcycle,1,No,Metropolitian,23,20002.51746
11639,29321,39,4.2,Sandstorms,Medium,1,Buffet,scooter,1,No,Metropolitian,33,20002.51746
11640,32938,32,4.3,Stormy,Low,0,Meal,motorcycle,1,No,Metropolitian,33,20002.51746
11641,13874,21,4.5,Cloudy,Jam,0,Meal,motorcycle,1,No,Metropolitian,41,20002.51746
11642,3468,32,4.7,Cloudy,Medium,0,Meal,motorcycle,2,No,Metropolitian,36,20002.51746
11643,45490,32,4.6,Sunny,Jam,2,Snack,scooter,1,No,Metropolitian,29,20002.51746
11644,13194,29,4.5,Windy,Medium,0,Meal,motorcycle,1,No,Metropolitian,14,20002.51746
11645,32631,37,4.6,Stormy,Medium,2,Snack,electric_scooter,0,No,Metropolitian,31,20002.51746
11646,40946,33,4.8,Cloudy,Jam,0,Meal,motorcycle,1,No,Metropolitian,27,20002.51746
11647,35168,28,4.7,Fog,Medium,0,Drinks,motorcycle,0,No,Metropolitian,20,20002.51746
11648,23149,25,4.9,Sunny,Low,1,Meal,scooter,1,No,Metropolitian,23,20002.51746
11649,4793,25,4.5,Cloudy,Low,1,Drinks,motorcycle,1,No,Metropolitian,26,20002.51746
11650,315,30,4.6,Sunny,Medium,0,Buffet,motorcycle,1,No,Metropolitian,26,20002.51746
11651,39424,36,4.9,Sunny,Low,2,Buffet,motorcycle,1,No,Urban,19,20002.51746
11652,27515,36,4.9,Sunny,Jam,2,Meal,scooter,1,No,Metropolitian,20,20002.51746
11653,20006,39,4.1,Fog,Jam,2,Meal,scooter,2,Yes,Metropolitian,47,20002.51746
11654,9115,27,5,Windy,Jam,2,Buffet,scooter,0,No,Urban,15,20002.51746
11655,1915,31,4.6,Fog,Low,2,Buffet,scooter,1,No,Metropolitian,27,20002.51746
11656,21244,28,5,Sunny,Medium,2,Meal,electric_scooter,1,No,Metropolitian,17,20002.51746
11657,450,27,4.6,Sunny,High,2,Buffet,electric_scooter,0,No,Metropolitian,16,20002.51746
11658,25638,33,5,Fog,High,0,Buffet,motorcycle,1,No,Urban,32,20002.51746
11659,5760,21,4.2,Cloudy,Medium,2,Meal,electric_scooter,1,No,Metropolitian,35,20002.51746
11660,20244,21,4.3,Sandstorms,Low,0,Buffet,motorcycle,1,No,Metropolitian,26,20002.51746
11661,16847,26,4.9,Sandstorms,Medium,0,Meal,motorcycle,1,No,Metropolitian,13,20002.51746
11662,35056,22,5,Fog,Jam,0,Meal,motorcycle,,No,Urban,24,20002.51746
11663,23263,28,4.8,Fog,Jam,2,Buffet,scooter,0,No,Metropolitian,33,20002.51746
11664,35486,35,4.6,Windy,Medium,1,Buffet,scooter,1,No,Metropolitian,25,20002.51746
11665,6362,34,4.8,Windy,Low,2,Buffet,scooter,1,No,Urban,27,20002.51746
11666,26387,26,4.9,Stormy,Medium,1,Drinks,scooter,1,No,Metropolitian,20,20002.51746
11667,36042,,,Sandstorms,High,2,Meal,electric_scooter,1,No,Metropolitian,25,20002.51746
11668,19237,21,4.6,Stormy,Low,1,Drinks,motorcycle,0,No,Urban,12,20002.51746
11669,23096,24,4.8,Sunny,Medium,0,Snack,motorcycle,1,No,Metropolitian,15,20002.51746
11670,40470,20,4.6,Cloudy,Medium,2,Drinks,scooter,2,No,Metropolitian,34,20002.51746
11671,19471,25,4.2,Cloudy,Jam,2,Buffet,electric_scooter,0,No,Urban,34,20002.51746
11672,30645,20,5,Stormy,Jam,2,Drinks,scooter,1,No,Metropolitian,17,20002.51746
11673,25429,25,4.9,Cloudy,Jam,0,Drinks,motorcycle,2,No,Metropolitian,38,20002.51746
11674,10309,35,4.9,Windy,Low,2,Snack,scooter,0,No,Urban,27,20002.51746
11675,1237,33,4.9,Windy,Low,1,Snack,motorcycle,1,No,Metropolitian,26,20002.51746
11676,19197,24,4.8,Sunny,Medium,0,Drinks,motorcycle,1,No,Metropolitian,18,20002.51746
11677,22215,29,4.7,Stormy,Medium,2,Buffet,scooter,1,No,Metropolitian,28,20002.51746
11678,23702,28,4.7,Cloudy,Jam,1,Buffet,scooter,1,No,Metropolitian,25,20002.51746
11679,37165,30,4.6,Stormy,Low,0,Buffet,motorcycle,,No,Metropolitian,29,20002.51746
11680,10606,26,5,Cloudy,Medium,1,Drinks,motorcycle,1,No,Metropolitian,31,20002.51746
11681,22158,36,3.5,Cloudy,Low,2,Meal,scooter,2,No,Metropolitian,37,20002.51746
11682,19320,38,3.9,Sandstorms,Jam,2,Snack,scooter,1,No,Metropolitian,33,20002.51746
11683,20263,22,4.5,Cloudy,Low,2,Drinks,motorcycle,0,No,Urban,15,20002.51746
11684,28705,34,4.6,Sunny,Medium,1,Drinks,scooter,0,No,Metropolitian,19,20002.51746
11685,22220,22,4.8,Cloudy,Low,2,Meal,scooter,1,No,Metropolitian,27,20002.51746
11686,41659,36,4.3,Cloudy,Jam,2,Drinks,electric_scooter,1,No,Metropolitian,40,20002.51746
11687,5196,31,4.6,Stormy,Jam,1,Meal,scooter,1,No,Metropolitian,25,20002.51743
11688,6547,,,Sunny,Medium,0,Snack,motorcycle,0,No,Metropolitian,20,20002.51743
11689,15014,28,5,Sandstorms,Medium,0,Snack,motorcycle,1,No,Urban,26,20002.51743
11690,34677,24,4.6,Cloudy,Jam,2,Meal,electric_scooter,1,No,Urban,35,20002.51743
11691,29028,35,4.7,Stormy,Jam,1,Buffet,motorcycle,1,No,Urban,34,20002.51743
11692,22396,25,4.9,Windy,Jam,1,Buffet,scooter,0,No,Metropolitian,17,20002.51743
11693,45507,34,4.5,Sunny,Jam,0,Snack,motorcycle,1,No,Metropolitian,25,20002.51743
11694,8900,26,4.8,Fog,Jam,0,Meal,motorcycle,0,No,Metropolitian,35,20002.51743
11695,556,31,4.7,Windy,Low,2,Buffet,electric_scooter,1,No,Metropolitian,28,20002.51743
11696,20380,20,4.6,Sandstorms,Medium,2,Meal,electric_scooter,0,No,Metropolitian,26,20002.51743
11697,7508,34,4.9,Fog,Low,2,Meal,motorcycle,1,No,Metropolitian,18,20002.51743
11698,26584,25,5,Cloudy,Medium,1,Meal,motorcycle,1,No,Metropolitian,35,20002.51743
11699,17259,38,4.8,Stormy,Low,2,Buffet,electric_scooter,1,No,Urban,24,20002.51743
11700,37095,35,4.1,Sandstorms,Medium,0,Meal,motorcycle,1,No,Metropolitian,40,20002.51743
11701,20377,38,4.9,Cloudy,Jam,0,Drinks,motorcycle,1,No,Metropolitian,25,20002.51743
11702,25422,22,4.7,Windy,High,1,Snack,scooter,1,No,Metropolitian,27,20002.51743
11703,29172,34,4.7,Sunny,Low,2,Drinks,scooter,1,No,Urban,28,20002.51743
11704,34709,32,3.7,Sandstorms,Jam,1,Meal,motorcycle,1,No,Metropolitian,37,20002.51743
11705,41558,21,4.8,Fog,Low,1,Snack,scooter,0,No,Urban,22,20002.51743
11706,28910,35,4.6,Stormy,Medium,0,Snack,motorcycle,1,No,Metropolitian,25,20002.51743
11707,7582,29,4.8,Windy,Jam,2,Drinks,motorcycle,1,No,Metropolitian,18,20002.51743
11708,40822,26,4.9,Cloudy,Low,0,Buffet,motorcycle,1,No,Metropolitian,20,20002.51743
11709,43314,23,4.6,Fog,High,0,Snack,motorcycle,1,No,Metropolitian,28,20002.51743
11710,25597,37,4.9,Cloudy,Low,0,Buffet,motorcycle,2,No,Metropolitian,41,20002.51743
11711,8079,20,4.9,Stormy,Jam,2,Snack,motorcycle,0,No,Metropolitian,23,20002.51743
11712,35749,,,Windy,Jam,0,Buffet,motorcycle,1,No,Metropolitian,31,20002.51743
11713,5778,34,4.5,Sandstorms,Low,0,Drinks,motorcycle,1,No,Metropolitian,25,20002.51743
11714,31686,36,4.9,Stormy,Low,1,Meal,scooter,0,No,Urban,23,20002.51743
11715,29392,27,4.2,Stormy,Low,0,Buffet,motorcycle,0,No,Metropolitian,25,20002.51743
11716,43627,26,4.6,Windy,Jam,0,Meal,motorcycle,1,No,Metropolitian,34,20002.51743
11717,32830,36,4.5,Cloudy,Low,2,Buffet,scooter,1,No,Metropolitian,16,20002.51743
11718,43904,30,4.7,Windy,Low,1,Buffet,scooter,0,No,Urban,23,20002.51743
11719,6440,37,5,Windy,Jam,0,Meal,motorcycle,1,No,Urban,42,20002.51743
11720,35867,37,4.3,Stormy,Medium,0,Snack,motorcycle,1,No,Metropolitian,36,20002.51743
11721,13512,32,4.7,Fog,Jam,2,Buffet,electric_scooter,1,No,Metropolitian,26,20002.51743
11722,39039,22,4.7,Windy,Low,2,Drinks,electric_scooter,0,No,Metropolitian,10,20002.51743
11723,27263,37,4.7,Stormy,Low,1,Buffet,motorcycle,1,No,Metropolitian,21,20002.51743
11724,12099,32,5,Cloudy,High,1,Drinks,motorcycle,1,No,Urban,27,20002.51743
11725,11365,28,4.5,Cloudy,Low,0,Buffet,motorcycle,0,No,Urban,21,20002.51743
11726,39179,38,4.9,Sandstorms,High,0,Meal,motorcycle,1,No,Metropolitian,37,20002.51743
11727,15533,38,4.9,Sandstorms,Jam,2,Meal,motorcycle,0,No,Metropolitian,27,20002.51743
11728,19749,20,5,Windy,Jam,2,Buffet,electric_scooter,1,No,Urban,23,20002.51743
11729,9629,36,4.2,Sandstorms,Low,0,Meal,motorcycle,0,No,Metropolitian,22,20002.51743
11730,11495,31,5,Sandstorms,Jam,2,Drinks,scooter,1,No,Metropolitian,28,20002.51743
11731,43816,28,4.8,Cloudy,Medium,1,Buffet,motorcycle,1,No,Metropolitian,29,20002.51743
11732,27958,,,Sunny,Medium,2,Meal,scooter,1,No,Urban,12,20002.5174
11733,44989,31,4.7,Sandstorms,Jam,2,Meal,motorcycle,1,No,Metropolitian,25,20002.5174
11734,20264,28,4.5,Sandstorms,Low,2,Snack,motorcycle,1,No,Metropolitian,14,20002.5174
11735,45312,23,4.1,Sunny,Jam,0,Buffet,motorcycle,0,No,Metropolitian,32,20002.5174
11736,5440,34,4.7,Sandstorms,Medium,0,Meal,motorcycle,2,No,Metropolitian,37,20002.5174
11737,36036,36,4.7,Windy,High,1,Meal,motorcycle,1,No,Metropolitian,30,20002.5174
11738,41063,36,4.2,Cloudy,Low,2,Buffet,electric_scooter,0,No,Metropolitian,33,20002.5174
11739,38641,33,4.9,Cloudy,Jam,1,Buffet,motorcycle,1,No,Metropolitian,28,20002.5174
11740,10784,31,4.7,Sandstorms,Jam,2,Drinks,scooter,1,No,Metropolitian,27,20002.5174
11741,40181,39,4.9,Fog,High,0,Meal,motorcycle,1,No,Metropolitian,29,20002.5174
11742,3345,33,4.3,Cloudy,Jam,2,Drinks,electric_scooter,0,No,Metropolitian,36,20002.5174
11743,18564,23,4.8,Fog,Medium,0,Buffet,motorcycle,1,No,Metropolitian,22,20002.5174
11744,39015,22,4.5,Sunny,Low,0,Buffet,motorcycle,0,No,Urban,14,20002.5174
11745,2769,34,4.2,Fog,Medium,1,Meal,scooter,1,No,Metropolitian,34,20002.5174
11746,30018,39,4.7,Sandstorms,High,1,Meal,scooter,0,No,Metropolitian,34,20002.5174
11747,44267,27,4.2,Cloudy,High,1,Snack,motorcycle,0,No,Metropolitian,33,20002.5174
11748,11227,29,4.5,Cloudy,Low,1,Meal,scooter,0,,Metropolitian,10,20002.5174
11749,36264,38,4.6,Stormy,High,1,Buffet,scooter,1,No,Metropolitian,25,20002.5174
11750,21865,24,4.9,Sandstorms,Jam,1,Buffet,motorcycle,1,No,Metropolitian,19,20002.5174
11751,36066,33,4.2,Fog,Medium,1,Buffet,scooter,0,No,Metropolitian,33,20002.5174
11752,12011,27,4.7,Stormy,Medium,1,Meal,motorcycle,1,No,Metropolitian,29,20002.5174
11753,39211,21,4.8,Sandstorms,Low,0,Drinks,motorcycle,1,No,Metropolitian,15,20002.5174
11754,8629,26,4.2,Windy,Jam,0,Drinks,motorcycle,1,No,Metropolitian,32,20002.5174
11755,36936,34,4.6,Sunny,Low,0,Meal,motorcycle,0,No,Urban,25,20002.5174
11756,18407,36,4.8,Cloudy,Jam,1,Snack,scooter,1,No,Urban,37,20002.5174
11757,13416,33,4.5,Windy,High,2,Buffet,electric_scooter,0,No,Urban,27,20002.5174
11758,35998,29,4.9,Stormy,High,2,Meal,scooter,1,No,Metropolitian,21,20002.5174
11759,14778,24,4.7,Fog,Jam,0,Buffet,motorcycle,1,No,Urban,39,20002.5174
11760,42667,25,4.9,Sandstorms,High,1,Buffet,scooter,1,No,Metropolitian,25,20002.5174
11761,34798,29,4.8,Sunny,Medium,0,Drinks,motorcycle,1,No,Metropolitian,24,20002.5174
11762,2309,34,4.6,Fog,Jam,0,Drinks,motorcycle,2,No,Metropolitian,40,20002.5174
11763,42727,31,4.4,Stormy,Medium,0,Drinks,motorcycle,1,No,Metropolitian,33,20002.5174
11764,11537,22,4.7,Stormy,Low,1,Drinks,scooter,0,No,Metropolitian,18,20002.5174
11765,39141,33,4.9,Windy,High,0,Meal,motorcycle,1,No,Metropolitian,40,20002.5174
11766,8914,33,4.8,Stormy,High,2,Buffet,scooter,1,No,Metropolitian,26,20002.5174
11767,36835,35,4.4,Stormy,Jam,1,Buffet,scooter,1,No,Metropolitian,40,20002.5174
11768,42217,39,3.9,Fog,Low,1,Drinks,motorcycle,1,No,Metropolitian,38,20002.5174
11769,23186,32,4.2,Sandstorms,Jam,1,Drinks,motorcycle,1,No,Metropolitian,39,20002.5174
11770,18928,22,4.8,Stormy,Low,1,Snack,scooter,0,No,Urban,10,20002.5174
11771,4182,31,4.9,Sunny,Low,0,Drinks,motorcycle,0,No,Metropolitian,21,20002.5174
11772,39147,34,4.9,Windy,Medium,2,Snack,scooter,0,No,Urban,23,20002.5174
11773,16551,37,4.6,Sunny,Jam,1,Drinks,scooter,1,No,Metropolitian,15,20002.5174
11774,28403,20,4.6,Sandstorms,Low,2,Snack,electric_scooter,0,No,Urban,10,20002.5174
11775,18195,28,4.6,Sunny,Jam,1,Meal,motorcycle,1,No,Metropolitian,19,20002.5174
11776,13115,36,4,Sandstorms,Low,0,Snack,motorcycle,0,No,Metropolitian,33,20002.5174
11777,40087,22,4.9,Sandstorms,Medium,1,Buffet,scooter,1,No,Metropolitian,24,20002.5174
11778,1059,22,5,Sandstorms,High,2,Buffet,scooter,1,No,Metropolitian,16,20002.5174
11779,39980,24,4.9,Fog,Low,1,Buffet,motorcycle,1,No,Metropolitian,12,20002.5174
11780,22989,22,5,Cloudy,High,0,Meal,motorcycle,1,No,Metropolitian,23,20002.5174
11781,44681,33,4.8,Cloudy,Medium,1,Meal,scooter,0,No,Metropolitian,16,20002.5174
11782,3612,35,4.5,Stormy,Low,1,Drinks,motorcycle,0,No,Urban,21,20002.5174
11783,37156,36,4.2,Stormy,Low,0,Drinks,motorcycle,0,No,Metropolitian,32,20002.5174
11784,30709,30,4.7,Cloudy,Medium,1,Meal,scooter,0,No,Metropolitian,17,20002.5174
11785,1368,27,4.8,Sandstorms,Medium,2,Snack,scooter,0,No,Metropolitian,17,20002.5174
11786,41142,34,4.2,Stormy,Medium,0,Meal,motorcycle,1,No,Metropolitian,37,20002.5174
11787,41863,,,Sandstorms,Jam,1,Buffet,motorcycle,1,No,Metropolitian,27,20002.5174
11788,33883,32,4.9,Fog,Jam,0,Meal,motorcycle,1,No,Metropolitian,50,20002.5174
11789,7968,27,4.9,Sandstorms,Medium,2,Drinks,scooter,1,No,Metropolitian,23,20002.5174
11790,12655,39,4.1,Cloudy,Jam,2,Buffet,motorcycle,1,No,Semi-Urban,48,20002.5174
11791,19144,23,4.9,Sandstorms,Jam,0,Buffet,motorcycle,1,No,Metropolitian,33,20002.5174
11792,22019,35,4.6,Stormy,Low,2,Snack,motorcycle,0,No,Metropolitian,18,20002.5174
11793,19887,25,4.9,Sunny,Low,2,Snack,scooter,1,No,Urban,19,20002.5174
11794,16631,37,4.8,Sunny,Jam,1,Buffet,scooter,0,No,Urban,20,20002.5174
11795,11428,31,4.8,Stormy,Low,1,Drinks,motorcycle,1,No,Metropolitian,26,20002.5174
11796,2367,22,4.8,Stormy,Low,0,Snack,motorcycle,0,No,Urban,17,20002.5174
11797,1940,23,4.9,Fog,High,1,Drinks,scooter,1,No,Metropolitian,25,20002.5174
11798,13427,31,4.6,Sunny,Jam,0,Snack,motorcycle,2,No,Metropolitian,39,20002.5174
11799,16834,26,4.6,Cloudy,Low,2,Buffet,electric_scooter,1,No,Metropolitian,13,20002.5174
11800,8679,37,4.8,Cloudy,High,2,Drinks,motorcycle,1,No,Metropolitian,35,20002.5174
11801,35880,36,4.6,Cloudy,Medium,1,Buffet,scooter,1,No,Metropolitian,18,20002.5174
11802,25480,28,4.9,Sunny,High,2,Drinks,electric_scooter,0,No,Metropolitian,18,20002.5174
11803,35021,33,4.4,Cloudy,Medium,1,Meal,scooter,1,Yes,Metropolitian,44,20002.5174
11804,28911,30,4.6,Cloudy,High,2,Snack,scooter,1,No,Metropolitian,35,20002.5174
11805,12155,29,4.8,Stormy,Medium,1,Snack,motorcycle,1,No,Urban,19,20002.5174
11806,29624,25,4.2,Sunny,Jam,0,Meal,motorcycle,2,Yes,Metropolitian,50,20002.5174
11807,4720,26,4.9,Cloudy,Jam,0,Buffet,motorcycle,1,No,Metropolitian,40,20002.5174
11808,1872,26,4.7,Cloudy,Jam,2,Snack,motorcycle,0,No,Metropolitian,33,20002.5174
11809,2732,33,4.6,Cloudy,Medium,1,Drinks,motorcycle,1,No,Metropolitian,35,20002.5174
11810,44105,24,4.6,Stormy,Jam,0,Meal,motorcycle,1,No,Metropolitian,29,20002.5174
11811,41999,24,4.9,Cloudy,Medium,1,Drinks,scooter,1,No,Metropolitian,13,20002.5174
11812,13344,33,4.7,Windy,Jam,0,Buffet,motorcycle,2,No,Metropolitian,37,20002.5174
11813,1063,30,4.9,Windy,High,1,Meal,motorcycle,1,No,Metropolitian,25,20002.5174
11814,11282,24,4.8,Fog,Jam,2,Drinks,scooter,1,No,Metropolitian,31,20002.5174
11815,37225,26,4.5,Fog,Low,0,Snack,motorcycle,1,No,Metropolitian,24,20002.5174
11816,26198,20,4.9,Sandstorms,Jam,0,Drinks,motorcycle,1,No,Metropolitian,19,20002.5174
11817,7552,32,4.9,Sunny,Jam,1,Drinks,scooter,1,No,Metropolitian,17,20002.5174
11818,35674,,,Fog,Jam,1,Buffet,motorcycle,1,No,Metropolitian,26,20002.5174
11819,22479,36,4.9,Fog,Medium,2,Meal,electric_scooter,0,No,Urban,30,20002.5174
11820,39880,34,4.3,Windy,Jam,2,Meal,motorcycle,1,No,Urban,31,20002.5174
11821,31190,32,4.6,Windy,Jam,1,Drinks,motorcycle,1,No,Metropolitian,28,20002.5174
11822,39087,26,4.9,Sunny,Medium,0,Snack,motorcycle,0,No,Metropolitian,24,20002.5174
11823,6228,23,5,Fog,Jam,0,Buffet,motorcycle,2,No,Metropolitian,35,20002.5174
11824,32251,34,4.8,Stormy,Low,1,Drinks,scooter,1,No,Urban,29,20002.5174
11825,15281,33,4.8,Fog,Jam,0,Buffet,motorcycle,1,No,Metropolitian,43,20002.5174
11826,37511,22,4,Sandstorms,Low,0,Buffet,motorcycle,0,No,Metropolitian,20,20002.5174
11827,26323,26,4.7,Fog,Low,2,Snack,motorcycle,1,No,Metropolitian,18,20002.5174
11828,29403,37,4.3,Fog,Jam,2,Meal,scooter,2,No,Metropolitian,43,20002.5174
11829,31901,36,5,Cloudy,Jam,1,Meal,scooter,1,No,Metropolitian,35,20002.5174
11830,22681,37,4,Sandstorms,Low,0,Meal,motorcycle,1,No,Metropolitian,26,20002.5174
11831,15772,24,4.9,Stormy,Low,0,Meal,motorcycle,1,No,Metropolitian,17,20002.5174
11832,32296,37,4.7,Fog,Medium,0,Drinks,motorcycle,1,No,Metropolitian,27,20002.5174
11833,44172,20,4.9,Sandstorms,Low,1,Meal,motorcycle,0,No,Urban,14,20002.5174
11834,12738,21,4.6,Cloudy,Low,1,Snack,scooter,1,No,Metropolitian,18,20002.5174
11835,11685,37,3.7,Fog,Low,2,Drinks,scooter,0,No,Metropolitian,31,20002.5174
11836,2428,26,4.8,Cloudy,Jam,1,Buffet,motorcycle,0,No,Metropolitian,42,20002.5174
11837,8935,24,4.7,Sunny,Jam,0,Drinks,motorcycle,1,No,Metropolitian,18,20002.5174
11838,21198,37,4.6,Stormy,Medium,0,Meal,motorcycle,0,No,Metropolitian,32,20002.5174
11839,21327,26,4.5,Stormy,Jam,2,Buffet,scooter,0,No,Metropolitian,12,20002.5174
11840,34150,29,4.5,Sunny,Low,0,Snack,motorcycle,1,No,Urban,19,20002.5174
11841,38101,25,4.9,Fog,Jam,1,Buffet,scooter,1,No,Urban,25,20002.5174
11842,11125,38,4.9,Stormy,Low,1,Meal,scooter,0,No,Metropolitian,27,20002.5174
11843,42889,20,4.7,Sunny,Jam,1,Buffet,motorcycle,1,No,Urban,11,20002.5174
11844,24488,23,4.9,Fog,Medium,0,Meal,motorcycle,1,No,Urban,35,20002.5174
11845,36577,20,4.6,Sunny,Jam,2,Drinks,scooter,0,No,Urban,19,20002.5174
11846,761,34,4.9,Windy,Jam,0,Meal,motorcycle,1,No,Metropolitian,36,20002.5174
11847,43690,20,4.7,Stormy,Medium,2,Drinks,motorcycle,1,No,Urban,26,20002.5174
11848,11833,26,4.9,Cloudy,Low,0,Meal,motorcycle,0,No,Metropolitian,18,20002.5174
11849,36103,39,5,Windy,Jam,0,Snack,motorcycle,2,No,Metropolitian,40,20002.5174
11850,45258,23,4.4,Stormy,Jam,0,Meal,motorcycle,1,No,Metropolitian,37,20002.5174
11851,37495,24,4.9,Fog,Medium,2,Drinks,scooter,1,No,Metropolitian,31,20002.5174
11852,37486,36,5,Sunny,Low,2,Drinks,scooter,0,No,Metropolitian,14,20002.5174
11853,25531,29,4.4,Fog,Jam,1,Meal,scooter,1,No,Metropolitian,44,20002.5174
11854,15068,36,4.7,Fog,Low,2,Meal,electric_scooter,0,No,Metropolitian,27,20002.5174
11855,40374,36,4.8,Fog,Medium,1,Buffet,scooter,0,No,Metropolitian,15,20002.5174
11856,9091,23,4.6,Cloudy,Medium,1,Snack,scooter,1,No,Metropolitian,32,20002.5174
11857,4198,29,4.8,Fog,Jam,0,Drinks,motorcycle,0,No,Metropolitian,38,20002.5174
11858,4479,25,4.6,Fog,Low,2,Snack,motorcycle,1,No,Urban,19,20002.5174
11859,23709,30,4.7,Sandstorms,High,1,Meal,scooter,0,No,Metropolitian,29,20002.5174
11860,31782,39,4.2,Cloudy,Jam,2,Meal,motorcycle,2,No,Metropolitian,49,20002.5174
11861,22126,33,4.7,Stormy,Medium,0,Meal,motorcycle,1,No,Urban,27,20002.5174
11862,34969,34,4,Fog,Medium,0,Buffet,motorcycle,1,No,Metropolitian,33,20002.5174
11863,40373,22,4.8,Windy,Low,0,Buffet,motorcycle,1,No,Metropolitian,18,20002.5174
11864,17147,24,4.6,Sunny,Low,1,Buffet,scooter,0,No,Metropolitian,29,20002.5174
11865,13987,28,4.8,Sunny,Jam,2,Drinks,scooter,0,No,Metropolitian,14,20002.5174
11866,12603,35,4.9,Windy,Low,1,Meal,scooter,1,No,Metropolitian,26,20002.5174
11867,23077,,,,,0,Snack,motorcycle,1,No,Metropolitian,45,20002.5174
11868,22848,31,4.7,Stormy,Jam,1,Buffet,motorcycle,1,No,Metropolitian,30,20002.5174
11869,2005,33,4.9,Stormy,Medium,1,Snack,scooter,1,No,Metropolitian,29,20002.5174
11870,25728,35,4.9,Windy,Low,2,Buffet,scooter,1,No,Metropolitian,20,20002.5174
11871,15316,,,Windy,Jam,2,Buffet,electric_scooter,1,No,Metropolitian,29,20002.5174
11872,9563,26,4.7,Sunny,Low,0,Snack,motorcycle,1,No,Metropolitian,17,20002.5174
11873,40771,36,4.8,Sunny,Low,0,Drinks,motorcycle,0,No,Urban,24,20002.5174
11874,27662,28,5,Cloudy,Jam,0,Buffet,motorcycle,2,No,Metropolitian,42,20002.5174
11875,34942,33,5,Sunny,Low,1,Drinks,scooter,0,No,Urban,13,20002.5174
11876,17490,27,4.9,Sunny,Low,1,Snack,scooter,0,No,Metropolitian,15,20002.5174
11877,37926,32,5,Fog,Low,2,Snack,motorcycle,0,No,Metropolitian,19,20002.5174
11878,44088,28,4.3,Windy,Jam,0,Buffet,motorcycle,0,No,Metropolitian,31,20002.5174
11879,4026,27,4.6,Stormy,Jam,2,Meal,scooter,1,No,Urban,26,20002.5174
